,c1,t1,c2,c3,c4,c5,c6,t2,t3,t4,t5,t6
1700037C18Rik,33.37507,31.550337,18.198918,43.30876,45.9173,44.41239,28.12333,42.75817,30.5702,34.5019,55.22581,35.6649
1700037F03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700037H04Rik,411.00011,545.00021,528.00029,540.99997,529.99953,409.99966,406.00018,375.99978,514.00003,452.99978,547.99958,546.0001
1700039E22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700039I01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700039M10Rik,0,0,1,0,0,0,0,0,1,0,0,0
1700039M15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700039O17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700040D17Rik,2,9,7,9,5,0,5,4,5,3,10,7
1700040E09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700040F15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700040F17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700040K01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700040L08Rik,0,0,0,2,0,0,1,0,0,0,0,1
1700041B01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700041C23Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700041G16Rik,1,1,3,3,1,0,3.000002,2.000005,1,2.000003,0,3.000002
1700041I07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700041M05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700041M19Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700042D02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700042G15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700042O05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700042O10Rik,1,2,3,1,0,2,1,1,1,1,0,4
1700044C05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700044K03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700045H11Rik,2,0,2,2,1,0,0,4,1,1,0,0
1700045I11Rik,0,0,1,0,1.11078,0,0,0,1.10684,0,0,0
1700046C09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700047A11Rik,1,1,1,2,1,1,0,0,0,0,0,0
1700047E10Rik,2.62152,0,1.7588,0,2.00838,0,0,1.00211,1.00441,0,1.01088,1.00398
1700047F07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700047G03Rik,1,0,0,0,0,0,1,0,0,0,0,0
1700047G07Rik,0,2,0,1,0,0,1,0,0,1,0,0
1700047K16Rik,15,9,4,8,6,2,7,7.27591,7,7,7,2
1700047L14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700047M11Rik,0,1,0,0,0,0,0,0,0,0,0,0
1700047N06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700047O18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700048F04Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700048M11Rik,10,15,10,10,6,4,7,5,4,2,10,4
1700048O14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700048O20Rik,27.8348,49.5618,18.48066,27.4072,7.40741,14.20795,8.76572,31.41467,21.26261,25.27923,25.6157,17.59494
1700048P04Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700049E15Rik,0,1,0,0,2,0,0,0,0,0,0,0
1700049E17Rik1,0,0,0,0,0,0,0,0,0,0,0,0
1700049E17Rik2,0,0,0,0,0,0,0,0,0,0,0,0
1700049E22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700049L16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700051A21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700051K13Rik,0,0,0,0,0,0,1,0,0,0,0,0
1700051O22Rik,2.0538,2.04311,0,8.16424,0,0,3.09022,1,2,3.03978,2.09143,1.02645
1700052H01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700052I22Rik,0,0,0,1,0,3,1,0,0,0,0,0
1700052K11Rik,57.5387,82.0096,70.3234,85.3744,73.4293,63.367,50.1167,67.8444,82.42,72.8997,83.6147,90.7663
1700054A03Rik,24.99999,27.00001,21.99998,17,18.00004,15.99999,23,14,7,10.999995,16.99999,9
1700054K02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700054K19Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700054M17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700054O05Rik,0,1,0,0,0,0,0,1,0,0,0,1
1700054O19Rik,2.42626,2.11118,0.341073,0,1.14138,0,0.322115,1.90149,2.32368,1.63213,0,0
1700055C04Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700055D18Rik,15.41477,15.34336,9.20791,14.63742,16.09901,8,17.31131,9,9.26871,8,9.28626,6
1700056E22Rik,3,0,3,0,0,0,2,4,2,2,2,1
1700056N10Rik,13,13,13,15,6,12,11,15,13,13,18,12
1700057G04Rik,1,1,1.41692,4.62222,0,0,1.33278,3.66516,3.62308,0,1.12753,3.30857
1700057H15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700057H21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700058P15Rik,16,30,47,38,38,16,22,23,22,40,27,26
1700060C16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700060C20Rik,1,0,0,0,2,2,0,0,0,1,1,1
1700060J05Rik,6,10,12,7,10,3,14,8.87024,4,7,5,4
1700060O08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700061A03Rik,0,0,0,0,0,0,0,0,2,1,0,0
1700061E17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700061E18Rik,4,1,3,0,1,1,3,1,2,0,0,2
1700061F12Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700061H18Rik,0,1,4.01571,3.02512,2,3.00473,1.00759,0,4,0,1,2
1700061I17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700061J23Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700061N14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700062C10Rik,1.0024,1.00397,0,0,1.03838,0,2.08034,0,0,0,1.00166,0
1700063A18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700063D05Rik,1.46155,3.32912,1.14462,0,1.16769,0,0,3.31168,0,1.48177,4.4644,2.169
1700063H04Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700063H06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700063I16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700063J08Rik,0,2,1,0,1,1,0,2,0,0,1,0
1700063K16Rik,0,1,0,0,0,1,0,0,0,0,0,0
1700063O14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700064H15Rik,1,1,0,0,0,3,1,1,1,0,0,0
1700064J06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700064M15Rik,0,1,0,0,0,0,0,0,0,0,1,0
1700064N11Rik,25,11,14,8,21,7,21,11,11,10,25,5
1700065D16Rik,2.176444,6.67431,0,1,1.61024,1,0,5,1.02557,3,0,0
1700065I16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700065J11Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700065J18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700065L07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700065O20Rik,0,3,0,1,2,1,0,0,1,0,1,1
1700066B17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700066C05Rik,0,2,1,0,0,0,0,0,0,0,0,1
1700066J03Rik,3,2,0,0,0,0,1,2,1,2,1,2
1700066M21Rik,163.00036,195.9997,161.00029,208.00016,109,103,126.99964,180.99965,194.99985,214.00043,136.0002,150.99969
1700066N21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700066O22Rik,0,0,0,0,0,0,0,0,0,0,2,0
1700067G17Rik,1,1,1,2,0,0,7,1,4,2,3,1
1700067K01Rik,11,17.99998,13,10,11,11,9,9,9,7,27,25
1700067P10Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700069B07Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700069L16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700069P05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700071G01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700071K01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700071M16Rik,0,3.999998,3,0,0,0,0,3.0653,1,0,1,1
1700072B07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700072G22Rik,1,0,1,0,0,0,0,0,0,0,0,0
1700072O05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700073E17Rik,3,3,5,2,3,0,2,1.00013,1,2,3,2
1700074A21Rik,0,0,0,0,1,0,0,0,0,0,0,0
1700074H08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700080C20Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700080G18Rik,7,5,6,8,7,3,10,4,2,3,14,3
1700080N15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700081B01Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700081H04Rik,0,2,2,0,2,0,0,0,0,0,2,2
1700081N11Rik,0,1,0,0,4,0,1,0,1,0,0,3
1700082M22Rik,31.3989,13.6421,37.2706,11.08209,44.7587,65.0646,41.00927,22.9079,23.6452,21.3956,26.9874,32.8763
1700083H02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700084C06Rik,0,1.05375,2.65001,3.03659,2.03474,1.01956,0,1.7068,0,0,0.732723,0
1700084D21Rik,0,0,0,0,0,0,2.27449,1.28633,0,0,0,0
1700084E18Rik,6,7,6,2,4,2,5,5,1,4,4,5
1700084F23Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700084J12Rik,5,1,1,4,3.000002,2.10086,0,0,1,3,6,2
1700084M14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700085C21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700085D07Rik,1,1,1,0,0,0,0,0,0,0,0,0
1700085D22Rik,111.101,85.7121,92.9097,60.932,104.306,57.917,116.527,88.1873,72.5399,57.1298,76.6986,61.9439
1700086D15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700086L19Rik,4,3,3,3.03518,4,2,2,5.000004,3,3.000004,4.000000012,2
1700086O06Rik,69.0576939,71.31099806,53.607303,84.65748,53.58701,37.046121,52.00002,66.941851,39.4278461,63.73008636,63.70414,53.65399086
1700086P04Rik,1,3,4,2,3,2,5,2,1,1,4,2
1700087I21Rik,0,1.01857,0.938445,2.62729,0,2.8892,2.06002,1.00225,2.18678,1.43782,1.55526,4.47297
1700087M22Rik,0,0,0,1,0,0,0,0,0,0,0,0
1700088E04Rik,10.91296,5.12502,11.86509,19.16988,16.45417,9.06167,9.157169,5.09041,17.10295,11.26324,22.54418,29.60700652
1700091H14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700092C02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700092C10Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700092C17Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700092E16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700092E19Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700092K14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700093J21Rik,1,1,0,0,0,1,1,1,2,1,3,0
1700093K21Rik,4,3,1,4,3,1,1,2,1,9,2,7
1700093P08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700094J05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700094M23Rik,0,2,0,2,0,0,0,0,0,0,0,0
1700094M24Rik,0,0,1,0,0,0,0,0,0,0,0,0
1700095A13Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700095A21Rik,1,1,0,0,0,0,0,0,0,0,0,0
1700095B10Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700095J03Rik,0,0,0,0,0,0,0,1,0,0,1,2
1700095J07Rik,3.10949,11.2024,1.08594,4,4.1515,3.1035,5.62388,7.16654,3.94345,2.3241,4.32465,3.61035
1700095J12Rik,0,1,0,0,0,0,0,0,0,0,0,0
1700095K22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700096J18Rik,0,0,0,0,0,0.663368,2,0,0,0,0,0
1700096K18Rik,64,57,43,48,61.0947,57,46,42.2344,59,61,71,55
1700097M23Rik,0,0,2.02653,1.18591,0,2.00948,0,0,0,0,1.16532,2.07996
1700097N02Rik,65.9584,94.9498,76.9704,88.0015,56.2588,42.9306,76.7721,62.7142,97.9456,58.0806,71.3899,51.3093
1700099I09Rik,0,3,1,1,2,2,1,0,2,1.0429,4,0
1700100I10Rik,1.01485,1.00427,0,2.52928,0,4.01076,1.00766,2.01212,1.2651,2.00353,4.82269,1.0024
1700100L14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700101I11Rik,0,0,0,0,1,0,0,0,0,0,0,0
1700101I19Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700101O22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700102F20Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700102H20Rik,13.64439,19.44097,14.3567,13.24679,7.35316,12.45174,13.00956,11.83565,11.903539,12.44721,16.66626,12.29292
1700102P08Rik,8,9,13,16.99996,10,2.999996,6,5,9,7,3,6
1700104B16Rik,0,1,2,0,1,0,0,0,0,0,0,0
1700104L18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700105G05Rik,0,0,0,0,0,0,0,0,0,2.27709,0,1.20736
1700105P06Rik,4.56597,1.17129,4.39882,2.15462,2.17835,5.41623,4.43898,3.74898,5.78744,4.50621,4.43562,2.18357
1700106O07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700108F19Rik,5,13.05204,14.03895,6,21,8.00514,6.02377,8.00474,9.05558,3,5,5
1700108J01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700108N06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700108N11Rik,9,6,10,7,5,1,5.5878,3,3,3,0,3.99987
1700109G14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700109G15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700109H08Rik,58.8792,33.8276,34.4537,27.4386,28.4886,32.844699,69.8655,48.999986,20.7397,24.7274,30.01246,12
1700109I08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700109K24Rik,5,4,7,4,2,0,4,1,1,3,2,2
1700110C19Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700110I01Rik,0,1.416084,1.00023,0,0,3.21102e-05,0,3.73573e-08,0.0596015,0,8.498607,1.03172
1700110I07Rik,0,1,6,4,1,0,3,0,1,1,2,3
1700110K17Rik,65.9478,52,37.99996,51.5598,61,22.47858,69.4276,34.9081,22.61317,26.99999,87.5695,22.62298
1700111E14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700111N16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700112D23Rik,6,4,5,4,8,6,8,2,2,1,5,4
1700112H15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700112J05Rik,0,1,4,3,0,0,3,0,0,1,1,1
1700112J16Rik,5.054933,1,5.019,1,8.64627,5.09937,2.02645,2.04039,4.13888,2.64333,3.50098,8.20811
1700112K13Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700112L15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700112M02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700113A16Rik,40.10265,59.76341,43.45986,49.77555,55.93232,22.69877,22.12852,42.37536,55.745922,47.98449,76.41492,48.8493
1700113B09Rik,0,1,0,2,0,0,0,0,1,0,0,0
1700113B19Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700113H08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700116B05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700116H05Rik,1.01865,0,0,1,2.01081,0,2,0,2.2105,1,4,0
1700119H24Rik,49,42,27,32,35,49,35,28,24,54,39,37
1700119I11Rik,0,0,0,0,0,0,0,0,1,0,1,0
1700120B22Rik,0,0,1.21745,0,2.2825,1.9911,0,4.29548,1.82574,0.847419,0,0
1700120C14Rik,11.16259,6.034,10.21592,7.17171,8.05812,6.02173,6.0731,7.1373,8.06811,11.10364,3.00979,8.3171
1700120C18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700120E14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700120G07Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700120G11Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700120K04Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700120O09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700121C08Rik,0,0,0,1,0,0,0,0,0,1,1,0
1700121L03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700121L16Rik,3,3,3,1,0,0,1,0,1,1,1,0
1700121N20Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700122C19Rik,6.00808,4.00008,2.00213,4.51858,4.00034,3,8.04013,2.0102,1.00011,1.0056,5.00921,3.01822
1700122D07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700122E12Rik,1,3,1,3,3,0,6,2,4,1,3,2
1700122H20Rik,0,1,0,1,0,0,0,1,0,0,0,0
1700122O11Rik,3,1,1,0,4,0,1,1,6,0,2,1
1700123J17Rik,0,0,0,0,0,1,0,0,0,2,0,0
1700123K08Rik,1,2,0,0,0,1,0,0,0,0,1,0
1700123M08Rik,21.00004,9,15.00015,18.00003,11.000006,5,20.000009,18.999999,13,7.69562,14.0012,8.01255
1700123O12Rik,0,0,0,0,0,0,0,0,6.7544e-08,0,0,0.871624
1700123O20Rik,552.28231,673.97652,561.612,650.78536,623.66426,681.80392,598.1901,518.24901,582.77311,541.7219,637.45078,662.109
1700123O21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700124L16Rik,7.32239,5,3,7,7,3,4.999995995,4.0000023,1.999999,7.49162,5,3.876363
1700124M09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700125G02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700125G22Rik,0,0,0,2,0,0,0,0,0,0,0,0
1700125H03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700126A01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700126G02Rik,3.01185,1.00307,8,3,1,1.00392,6.01786,3.01229,6.01897,2.01185,2.01261,0
1700126H18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700127F24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700128A07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700128E19Rik,0,0,0,0,0,0,3,1,0,1,0,2
1700128F08Rik,0,1,0,1,1,0,2.13447,0,0,0,0,0
1700128I11Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700129C05Rik,0,0,0,0,0,0,0,0,0,1,0,1
1700129L04Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810006J02Rik,11.00001,9.999995,5.00011,6.000003,20.00018,6.00026,9.00001,10,10,9.000139,15.00039,14
1810007C17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810007D17Rik,0,0,1,0,0,0,0,0,0,0,0,0
1810008B01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810008I18Rik,41.84178,34.00001,29.33736,29.99999,24,28.87635,32.99999038,28.55552,38.79071,18.40155,25.94278,9.276823
1810009A15Rik,187.1795,233.2245,160.27827,249.83458,193.5196,172.13101,112.82684,174.52689,209.3093,257.47182,248.22073,252.74138
1810009J06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810010H24Rik,31,22.99998,31.00005,25.99997,42,44.99998,46.00008,23,29.99997,29.99999,39,22
1810010K12Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810012K08Rik,58.9273,42.6983,53.8712,50.8207,22.4272,17.0777,38.0306,46.043,50.2517,42.0378,21.8372,28.3552
1810012K16Rik,8,7,10,3,14,5,12,5,8,5,1,4
1810013D15Rik,5.04546,5.589839,2.16803,6.07567,4.09231,6.76738,6.86045,8.845004,4.79047,2.50657,3.81843,4.61519
1810014B01Rik,125.407366,179.3064401,139.0349324,182.62513,125.7646,76.51016,104.510201,148.1209069,148.94299,135.10545,179.51149,144.97321
1810014P07Rik,3.02693,1.17624,1.77881,0,1.38667,1.02416,1.50091,0,0,2.11424,1.8838,1.01796
1810017P11Rik,58,81,48,50,62,57,58,51,43,31,61,62
1810018F18Rik,0,1,1,2,0,0,1,0,0,0,1,3
1810019D21Rik,380.6786071,524.5535766,393.5894655,374.1597039,423.2952942,225.2383639,388.3698992,342.4526,297.8502076,374.338428,464.4236911,305.3958568
1810019N24Rik,3,1,0,3,4,0,0,1,0,0,0,2
1810021B22Rik,60.99997,64.00006,40.00004,47.00008,51,64.99997,44.99996,45,44.99997,51.99998,48,42.99998
1810024B03Rik,23,41.00001,23,31,21,13,34.99996,21,45,26.99999,34,45
1810028F09Rik,39,77,19,33,25,20,28,110,62,42,122,48
1810030O07Rik,705.776,709.731,604.951,635.742,588.369,569.968,644.873,697.413,709.637,562.897,686.177,629.451
1810034E14Rik,149.60251,151.046,172.909,114.51117,209.06476,169.061,190.0302,116.6035,129.60641,120.68497,107.057,168.1061
1810035K13Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810037I17Rik,548,704,621,856,783,799,582,508,660,665,752,742
1810041H14Rik,9.99999,10,4,8.99999,9,7.99999,9,5.00065,7.00194,3,8.00307,12.0002
1810044D09Rik,36.99999,37.99997,26.00001,33.00004,42,30,36.99998,37.00004,39.00001,24.00001,70,30.00001
1810044K17Rik,35,28,37,21.00001,23,38,14,19.99995,27,13.99999,25.99998,35.99998
1810049I09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810049J17Rik,96.408,69.2072,37.3691,48.6804,10.5064,12.1833,33.7558,16.9814,41.3632,16.9269,5.02954,10.8301
1810053B23Rik,3,5,6.00001,10.00000446,9,4,11.999999,8,7,3.000002,6,8.000007
1810055G02Rik,1490.99986,1018.99974,1724.00412,776.9994,3182.99988,3269.005,2095.0035,1226.0008,1553.00104,1417.99905,1776.00079,2566.00269
1810058N15Rik,7,5,7,3,17.1395,10.0457,17,18,9,9,9,13
1810059C17Rik,1,1,0,1,0,1,1,0,0,0,1,2
1810059H22Rik,44.57968,43.29519,50.44719,33.53064,44.42669,29.00946,34.82624,20.69027,38.42064,32.63252,51.81792,60.51422
1810062G17Rik,0,2,3,4,5,0,3,1,3,1,4,5
1810062O18Rik,6.14395,12,11.08381,14.50488,8,5.000002,6,4.08444,6.51519,7,15,11.91
1810063I02Rik,0,3,5,0,3,9,3,2,0,1,7,0
1810064F22Rik,56.20936,82.7661,61.5597,49.3595,62.471,40.00001,40.20046,62.04629,59.70172,35.3093,108.9568,63.02902
1810065E05Rik,62,90,68,123,42,76,81,108,66,87,116,77
1810073O08Rik,9,2.2488,8.0002,3.00031,3.00003,5.00018,8,0,2,1.00001,3.00012,2
2010001A14Rik,187.86472,162.8577,230.95467,178.9612,337.97937,252.99995,179.99975,147.94915,201.86634,139.85807,235.8629,306.99986
2010001K21Rik,164.45491,107.4586,141.24749,162.9801,119.390825,116.8256,200.49864,107.31216,107.33834,189.4075,94.2639,116.2996
2010001M07Rik,23,13,43,2,119,180,67,41,58,35,118,155
2010002M09Rik,68,69,71,77,103,96,78,78,82,63,105,103
2010003K11Rik,717,460,1190,516,2188,1881,1087,816,1211,927,1530,2691
2010004M13Rik,55,54,59,67,43,51,49,27,36,36,44,40
2010007H06Rik,138.00013,188,128.99988,180,112,62.99998,106.0000024,124.00047,121.00031,105,104.999593,110
2010008C14Rik,161,121,260,183,300,241,174,111,161,250,171,220
2010009K17Rik,8,7,13,7,6,2,7,6,12,6,21,8
2010010A06Rik,19,9,22.00004,11,74.1946,74.17363,41.99995,14,26,30.02704,35.0001,70
2010013B24Rik,0,0,0,0,0,0,0,0,1,0,0,0
2010016I18Rik,130.8515,115.4328,113.3327,123.1537098,116.5396001,81.34130003,129.6769,148.067774,152.1695,136.9843,89.2936,94.1421
2010103J01Rik,122,113,93,41,82,146,94,115.886,76.8592,50,120,76
2010106C02Rik,8,4,6,7,6,11,8,5,6,5,5,7
2010106E10Rik,3614.9958,2974.996,4744.996,1126.0003,10297.001,11821.981,4271.005,3243.997,3961.0003,2579.999,6017.003,10292.005
2010106G04Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010109A12Rik,5,5,1,2,2,3,3,5,2,1,1,6
2010109P13Rik,0,0,0,0,0,0,0,0,1,0,1,0
2010110E17Rik,0,2.11061,0,0,1.09357,2,6.88056,0,2.13429,1.17563,1.00679,1.11939
2010110G14Rik,63,26,64,35,42,40,85,25,30,26,27,33
2010110K18Rik,23.00005,36,27.99999,27.00022,20.04693,12,27.00001,18,24.04896,19.02228,26.03362,24.99998
2010203P06Rik,16,21,37,1,60,67,30,16,25,9,21,62
2010204K13Rik,18.99997,26,12,57.00003,34.99996,27,17,19.00005,37.00003,43,36,35.99996
2010308F09Rik,3,4,4,1,7,16,2,3,4,3,1,6
2010309G21Rik,0,0,0,1,0,0,0,0,0,0,0,1
2010310C07Rik,0,1,2,0,0,0,1,0,0,1,0,0
2010315B03Rik,509.13127,500.64721,475.58088,464.6278,590.03508,560.19492,494.66434,536.7471,410.99978,442.4148,608.09323,532.49353
2010320M18Rik,83,117,79,78,110,84,95,68,102,86,139,103
2010320O07Rik,1,2,2,4,0,4,3,0,0,1,4,1
2200002A13Rik,0,0,0,0,0,0,1,0,1,1,0,0
2200002D01Rik,1771.654,1618.311,2139.187,1906.694,2968.55,4223.82,2085.71,1987.465,2275.107,2562.26,3292.93,3646.85
2200002J24Rik,9,5,7,11,25,16,11,5,8,3,17,11
2200007N16Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210009P08Rik,25,20,35,31,78,88,55,28,33,44,30,43
2210011K15Rik,0,0,1,0,0,0,0,7,3,4,4,2
2210016F16Rik,1702.4,1550.8,2020.64,1846.36,2382.27,2707.89,1836.98,1772.99,1830.82,2015.9,2099.55,2370.87
2210016L21Rik,531.71196,614.49725,531.69107,588.29646,558.0595,548.18168,535.42534,490.42225,643.98763,533.6703,632.21116,583.0606
2210017I01Rik,0,1.1032,0,0,0,0,0,0,0,0,1.14068,0
2210020O09Rik,7.34068,9,3.18927,3,7.4748,13,11.2215,13,6,7,14.6774,10
2210022D18Rik,0,1,0,0,0,0,1,3,1,3,1,3
2210039B01Rik,80.8004,79.8862,54.5588,76.3951,55.2628,48.8394,65.1934,67.3771,34.9067,47.4054,64.0619,37.8691
2210404E10Rik,1,3,2,0,1,0,1,0,0,0,2,0
2210406H18Rik,1,1,4,0,1,0,2,1,0,2,0,0
2210406O10Rik,23.00003,9,10,14.99999,8.000002,5,9.000008,12,12,10,18,13.99999
2210408F21Rik,2,5,1,1,0.999999802,2,1,4,2,1,6.999998,1
2210408I21Rik,44.99995,34.99999,19.00004,42.99995,26.000041,12.99999,28.00004,43.99998,32.00004,22,26.99998,22.00005
2210409D07Rik,0,0,1,0,1,0,1,1,1,0,0,1
2210409E12Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210411M09Rik,1,4,2,0,0,0,0,0,0,0,0,2
2210412B16Rik,1,0,1,1,0,0,0,0,0,0,0,0
2210414B05Rik,0,0,0,0,0,1,0,0,0,0,0,2
2210414F02Rik,3,0,2,2,0,0,0,0,3,1,1,1
2210417A02Rik,7,25.99999,20.99999,31,18.99995,20.00004,19,22.99995,18,43,31.00004,32
2210418O10Rik,126.84188,147.99154,144.72135,143.73146,93.05619,82.93076,94.252371,141.895048,148.85536,100.83564,116.46635,120.04665
2210420H20Rik,0,0,0,0,0,0,0,0,0,1,0,0
2300002M23Rik,0,0,0,0,0,0,0,0,0,0,0,0
