,logFC,AveExpr,t,P.Value,adj.P.Val,B
Pik3ap1,0.936100272,1.723969565,5.304969585,0.000179789,0.008042907,0.926429945
Rrp8,0.567778494,3.850679275,5.299526079,0.000181407,0.008090069,0.917414616
Cmss1,0.496102499,2.701369315,5.281937917,0.000186739,0.008302076,0.888256878
Phlda1,1.097773483,3.766359427,5.27997936,0.000187343,0.008303217,0.885007245
Lonrf3,1.057747777,1.622096504,5.274970176,0.000188897,0.008346324,0.876693538
Ppid,0.384180455,5.672271113,5.260990316,0.000193305,0.008514916,0.853472389
Atoh1,0.592098573,4.418168558,5.258138618,0.000194218,0.008528948,0.848732185
Rasa2,0.450105703,4.944779421,5.255056362,0.000195209,0.008546348,0.843607442
Pcnx,-0.578405936,6.846957578,-5.251561583,0.00019634,0.008569714,0.837795183
Inppl1,0.374977782,6.681773483,5.247737095,0.000197585,0.008588503,0.831432592
Sesn1,-1.044386139,6.441727782,-5.246570008,0.000197966,0.008588503,0.829490559
Dab1,-0.778015704,4.71346292,-5.241417195,0.00019966,0.008608473,0.820913975
Gm2897,4.193217116,-1.322662701,5.24004896,0.000200113,0.008608473,0.818635989
Gm2237,1.223980485,0.637929888,5.238702833,0.000200559,0.008608473,0.816394551
Nop2,0.511035358,5.491674956,5.237902631,0.000200824,0.008608473,0.815062012
Rab4a,-0.555615985,5.408005571,-5.235389396,0.000201661,0.008618618,0.810876251
Gstm3,2.168917245,8.142666928,5.226109389,0.000204783,0.008726076,0.795412775
Lsm6,0.465725147,4.409269245,5.218415032,0.00020741,0.008761634,0.782582272
Pycr2,0.549338574,3.3297587,5.217439282,0.000207746,0.008761634,0.780954591
Polr1g,0.652284865,3.603629915,5.215267431,0.000208495,0.008761634,0.777331172
Lamb3,-0.811709348,3.531494794,-5.215233711,0.000208507,0.008761634,0.77727491
Bag2,0.703939712,1.561631881,5.21476627,0.000208668,0.008761634,0.776494963
Pomgnt2,0.566088595,2.888821489,5.206725258,0.000211469,0.008824483,0.763073335
Ank3,1.083978648,5.87018491,5.205635853,0.000211852,0.008824483,0.761254258
C1rl,-0.776044432,1.185787594,-5.205189801,0.000212009,0.008824483,0.760509396
Arfgef2,0.455379145,6.542222951,5.188140783,0.000218095,0.009044841,0.732018275
Fzd8,0.667211738,2.503117865,5.186852922,0.000218563,0.009044841,0.729864432
Ttyh1,0.907631246,2.093047098,5.182693717,0.000220079,0.009081405,0.722906906
Lyve1,-0.635446952,1.824409064,-5.17052271,0.000224579,0.009226555,0.702533271
Chst11,1.432400092,0.813719159,5.169713215,0.000224881,0.009226555,0.701177481
Cish,-0.644978224,3.544816117,-5.166043872,0.000226259,0.00922786,0.695030701
Kti12,0.468778882,4.309905908,5.164999776,0.000226652,0.00922786,0.693281316
Hnf4g,-0.839731369,8.37266746,-5.16450007,0.000226841,0.00922786,0.692444002
Ccser2,-0.556105915,5.754372059,-5.155677319,0.000230198,0.009315153,0.677654755
Agpat5,0.437779663,5.100173599,5.152294774,0.000231499,0.009315153,0.671981833
Hsd11b2,-0.863974208,3.258311419,-5.15220476,0.000231534,0.009315153,0.671830848
Inpp4a,-0.564268957,4.44637963,-5.152082054,0.000231581,0.009315153,0.671625023
Gm56878,0.535976322,7.113058312,5.1496344,0.000232528,0.009327103,0.667518953
Mtap,0.572783083,3.831610262,5.145995874,0.000233943,0.009357709,0.661413584
Hgh1,0.595247663,3.321015563,5.142376059,0.000235359,0.009368394,0.655337778
Alppl2,1.233634536,1.78544603,5.141979932,0.000235515,0.009368394,0.654672773
Lrp1,-0.683283828,7.748127505,-5.132829725,0.000239138,0.009404436,0.639305632
Ddx18,0.444578965,5.239472394,5.131672233,0.0002396,0.009404436,0.637360871
Gm3248,1.967825726,-1.09026558,5.131074838,0.000239839,0.009404436,0.636357086
Slc66a2,0.547448194,2.988904965,5.130648253,0.00024001,0.009404436,0.635640276
Dagla,0.742481972,3.181927829,5.130334105,0.000240136,0.009404436,0.635112384
Txndc5,0.440217207,7.648318997,5.128048893,0.000241054,0.009404436,0.631271913
Bop1,0.423605879,5.442495012,5.127645023,0.000241217,0.009404436,0.630593102
Rps6ka5,-0.677239156,3.471138206,-5.126545542,0.00024166,0.009404436,0.628745021
Tsc22d3,-1.002343972,5.893918301,-5.123778853,0.000242779,0.00940847,0.62409384
Nhp2,0.564705306,5.197121333,5.123052363,0.000243074,0.00940847,0.622872334
Lrig3,-0.605542981,4.991644808,-5.117289428,0.000245426,0.009473966,0.613180057
Ptgs1,-0.598786785,0.979653188,-5.114339176,0.000246639,0.009495274,0.608216446
Gm32652,-1.043772135,-0.293127558,-5.111036255,0.000248005,0.009514078,0.602658059
Kl,1.628622747,-0.97784824,5.10995752,0.000248453,0.009514078,0.600842362
Gm4230,3.682794242,-3.296635834,5.107680967,0.0002494,0.009524971,0.597009997
Gm15987,0.714178399,2.98146265,5.105874612,0.000250155,0.009528452,0.593968655
Adora1,-0.744658608,1.459031862,-5.103932902,0.000250969,0.009534165,0.590698912
Gm52958,1.737251745,-0.761707112,5.094813879,0.000254829,0.009614943,0.575335947
Mphosph6,0.506944253,3.917808721,5.094167382,0.000255105,0.009614943,0.574246346
St8sia1,-1.014390034,0.248789329,-5.092194617,0.000255949,0.009614943,0.570921106
Gm2296,4.362465399,-1.804809376,5.091230069,0.000256363,0.009614943,0.569295095
Map1a,-0.649759612,0.943335343,-5.091043035,0.000256443,0.009614943,0.568979781
Mtss1,0.46002059,5.410059133,5.078786959,0.000261764,0.009788897,0.548307262
Gm49759,-0.690713892,5.339011526,-5.074636553,0.000263593,0.009811091,0.541302005
Mertk,-1.225169848,6.617652084,-5.074338548,0.000263724,0.009811091,0.540798926
Arsb,0.311319569,4.668857955,5.069456902,0.000265893,0.009866205,0.532556208
Ube2c,0.550381545,6.833315824,5.06662297,0.00026716,0.009887686,0.527769573
Fgl2,0.996930162,6.092182928,5.063674175,0.000268486,0.009911201,0.522787755
Rpf2,0.570630115,3.988441091,5.060989766,0.000269699,0.009930441,0.518251563
Prmt7,0.421099746,4.541015033,5.057644342,0.000271218,0.009960845,0.51259698
Rab43,-0.645537352,6.668075278,-5.052306134,0.000273661,0.010024932,0.503570922
Gata4,0.620973829,7.935601155,5.049117726,0.000275131,0.010053143,0.498177966
Mex3a,0.875777913,2.420289093,5.046634168,0.000276282,0.010069575,0.493976245
Gm42553,-0.623845872,1.516603071,-5.041287675,0.000278777,0.01012228,0.484928096
Ccdc86,0.790882084,4.6671638,5.040518147,0.000279138,0.01012228,0.483625461
Xpo5,0.530951383,5.532369293,5.031043652,0.000283623,0.010259025,0.467580668
Cd37,1.271936747,0.240576339,5.025659325,0.000286206,0.010326432,0.458456988
Nsun5,0.617786867,3.736579217,5.022519871,0.000287723,0.01034698,0.453135392
Wdr73,0.445928647,3.323132138,5.01870311,0.000289579,0.01034698,0.446663901
Rpp38,0.905405386,2.677877577,5.018621618,0.000289619,0.01034698,0.446525706
Pik3c2a,-0.688348803,6.491658168,-5.018542217,0.000289658,0.01034698,0.446391056
Ftsj1,0.46481691,4.046493664,5.015033826,0.000291375,0.010359186,0.440440591
Alg8,0.56680547,4.859410417,5.014897595,0.000291442,0.010359186,0.4402095
Khdrbs1,0.357367299,7.094425963,5.012494246,0.000292625,0.010375553,0.436132247
N4bp3,0.813639544,2.366529554,5.009170025,0.00029427,0.010384124,0.430491451
Rasl11a,1.35695685,-0.607812135,5.00908262,0.000294313,0.010384124,0.430343115
Gm3052,-0.722325667,2.961216271,-5.007038699,0.000295329,0.010394438,0.426874059
Eif2b1,0.346395325,5.081181898,5.000166376,0.000298773,0.010489933,0.415205805
Mettl13,0.602161503,3.785551301,4.991190611,0.000303334,0.010624103,0.399956538
Ccdc137,0.527904609,4.187912171,4.989512564,0.000304195,0.01062833,0.397104427
Sema3f,0.968129164,0.546397394,4.984206313,0.000306934,0.010697996,0.388083091
Arhgap42,0.482604376,5.188181716,4.981093371,0.000308553,0.010728379,0.382788898
Fam185a,0.491826368,3.836418229,4.969358181,0.000314736,0.010916946,0.362819035
Ifitm2,0.479275809,6.300361307,4.965878159,0.000316595,0.010917174,0.356893481
Ankrd13b,0.636729928,3.820946335,4.964443417,0.000317365,0.010917174,0.35445002
Helq,0.570630013,3.469582438,4.964245678,0.000317471,0.010917174,0.354113236
Fmo4,-0.693789701,5.51054686,-4.96366298,0.000317784,0.010917174,0.353120768
Eml6,-0.959079177,-0.570065709,-4.955115048,0.000322416,0.011037911,0.338556426
Naa12,0.328833788,5.730533624,4.954054677,0.000322996,0.011037911,0.336749034
Inpp5b,-0.708697634,6.793299989,-4.952943239,0.000323604,0.011037911,0.334854437
Nol10,0.554576041,3.538213957,4.946999856,0.00032688,0.011079471,0.324720313
Lsm2,0.44595971,4.692543709,4.946550087,0.000327129,0.011079471,0.323953214
Pomgnt1,0.411926488,4.512773977,4.945773785,0.000327559,0.011079471,0.322629135
Cul1,0.323785639,6.329464623,4.944799488,0.000328101,0.011079471,0.320967238
Ifrd2,0.428815219,5.719954307,4.943757818,0.000328681,0.011079471,0.31919028
Nop10,0.398857993,5.665753359,4.940888603,0.000330283,0.011107422,0.314295005
Pitpnm2,0.674248648,3.081191556,4.937806376,0.000332014,0.01113954,0.309035073
Rrp9,0.438446818,4.076482921,4.934819688,0.0003337,0.011160885,0.303936969
Qpctl,0.401941802,3.069600408,4.933929293,0.000334205,0.011160885,0.302416885
Zfp597,-0.408314981,2.702655058,-4.93066607,0.00033606,0.011196811,0.296844997
Ipo4,0.514676113,4.705814043,4.928048369,0.000337557,0.011215453,0.292374295
Stk35,0.340996463,5.064738411,4.926900985,0.000338215,0.011215453,0.29041442
Rcl1,0.460114647,4.439481407,4.925599094,0.000338963,0.011215453,0.288190413
Arhgap12,0.502266926,6.128225005,4.92313462,0.000340384,0.011228019,0.283979761
Krba1,-0.950014116,2.770675145,-4.922231533,0.000340906,0.011228019,0.282436598
Gm42941,-2.085665298,-0.312488572,-4.919980255,0.000342212,0.011245236,0.278589218
Atic,0.519746799,6.314417357,4.902729967,0.000352394,0.01152924,0.249086489
Eif2b3,0.527330879,3.236391563,4.90196157,0.000352854,0.01152924,0.247771398
Fgd4,-0.625255409,5.297569027,-4.901280099,0.000353264,0.01152924,0.246605014
Chml,-0.612854092,5.094859576,-4.896431362,0.00035619,0.011589361,0.238304285
P4ha3,-1.714822328,-0.655815982,-4.89555726,0.00035672,0.011589361,0.236807547
Qtrt1,0.490814622,3.371269929,4.886993279,0.000361958,0.011722577,0.222137951
Sh3d21,-0.819235289,3.982943624,-4.886191316,0.000362453,0.011722577,0.220763737
Eef1e1,0.441810547,4.033379671,4.883276774,0.000364257,0.011740619,0.215768775
Specc1l,-0.547954934,6.572712604,-4.882649543,0.000364646,0.011740619,0.214693675
Apcdd1,1.726724239,1.452192447,4.879656074,0.00036651,0.011774247,0.20956203
Cpn2,2.045595309,1.325711806,4.869500269,0.00037291,0.011935334,0.192143324
Mtm1,-0.565631665,4.576257618,-4.867937798,0.000373905,0.011935334,0.189462249
Adamtsl4,-0.922251755,-0.191478875,-4.86776056,0.000374018,0.011935334,0.189158102
Hectd2,-0.822637529,0.358224476,-4.856003321,0.000381597,0.012150182,0.168973046
Mettl1,0.575668661,3.922104481,4.850955257,0.0003849,0.012228243,0.160300862
Abitram,0.423099971,4.14351759,4.848424228,0.000386568,0.012254105,0.155951492
Ddx56,0.464947901,4.892432346,4.845709241,0.000388365,0.012283953,0.151285074
H2-Q5,0.822159862,3.314616047,4.842673779,0.000390384,0.01232069,0.146066692
Kazn,0.464164598,3.229390415,4.840967706,0.000391524,0.012329567,0.143133188
Btnl5-ps,-0.580919428,6.071453393,-4.832914329,0.000396952,0.012473142,0.129280682
Dctn4,-0.298867204,5.493168536,-4.825832439,0.00040179,0.012595532,0.11709223
Rcbtb1,-0.377010179,6.271001024,-4.824653775,0.000402601,0.012595532,0.11506303
Srsf1,0.407423083,8.071003473,4.821203468,0.000404985,0.012642587,0.109121904
Pgm3,-0.464311875,4.964297092,-4.81348562,0.000410373,0.012782975,0.095826849
Osbpl6,-0.639538526,5.52777666,-4.809742375,0.000413013,0.012837358,0.089375813
Gm47218,-0.61956891,0.297896969,-4.800557246,0.000419566,0.013012878,0.07353865
Rrn3,0.388651454,5.452931482,4.795873269,0.000422949,0.01307052,0.065458256
Psmg1,0.404962529,4.00168509,4.794765763,0.000423753,0.01307052,0.063547268
Gna13,-0.468790968,6.88094643,-4.794213773,0.000424155,0.01307052,0.062594758
Mak16,0.494235696,4.871082429,4.781531968,0.000433487,0.013329504,0.040700297
Lsm3,0.416075554,5.083089758,4.780159289,0.00043451,0.013332411,0.038329199
Slc14a1,1.912477282,4.965527077,4.775135812,0.000438276,0.013403622,0.029649833
Tnfrsf13b,3.220754537,-1.788034166,4.774506583,0.00043875,0.013403622,0.028562446
Lyar,0.596619487,4.619719785,4.773337912,0.000439631,0.013403622,0.026542704
Josd2,0.517578249,3.609420228,4.768696545,0.000443152,0.01348233,0.018519588
Ranbp1,0.511448289,6.488016977,4.760046478,0.000449792,0.013561701,0.003559639
Sphk1,-0.829616532,3.390358574,-4.759993867,0.000449832,0.013561701,0.003468621
Gm3411,0.952447958,1.983022643,4.759176664,0.000450465,0.013561701,0.002054802
Gm3095,1.965879828,3.262030846,4.758266822,0.000451171,0.013561701,0.00048061
Ly6g2,-0.851756581,4.860993292,-4.757759793,0.000451564,0.013561701,-0.000396689
Gm27572,0.922323872,-0.294191458,4.756933298,0.000452207,0.013561701,-0.00182682
Iqank1,-0.753835468,0.648996756,-4.756086176,0.000452866,0.013561701,-0.003292734
Bend3,0.550758974,4.040707344,4.754792948,0.000453875,0.013561701,-0.005530794
Etnk2,-2.534997395,-0.615634187,-4.754299741,0.00045426,0.013561701,-0.006384395
Chtf8,0.370673126,6.393208432,4.752026742,0.000456041,0.013563628,-0.010318705
Gstm1,1.702430725,6.666046917,4.75120801,0.000456684,0.013563628,-0.011736001
Vps37b,0.363139301,4.504954842,4.750604189,0.000457158,0.013563628,-0.012781322
Alg3,0.466305364,4.315685566,4.749084724,0.000458356,0.013571108,-0.015411991
Pag1,-0.66956703,4.483139013,-4.74625793,0.000460592,0.013609252,-0.020306836
Snrpa,0.399469368,6.062393787,4.744080539,0.000462322,0.013632321,-0.024077872
Slco2b1,-0.553248156,6.494790989,-4.736574095,0.000468338,0.013781431,-0.037082941
Fstl1,-0.963036774,0.238473733,-4.731187496,0.000472706,0.013881514,-0.046419734
Sdc1,0.746057044,6.214161221,4.727307473,0.000475879,0.01394616,-0.053147393
Obi1,0.604991662,2.65276599,4.723111105,0.000479335,0.01401884,-0.060425711
H2-M3,0.572086382,1.040359134,4.72083669,0.000481219,0.014045341,-0.064371458
Ahnak,-0.990500762,6.079671432,-4.716032837,0.000485224,0.014124715,-0.072707517
Polr1b,0.506157069,5.040669281,4.715219537,0.000485906,0.014124715,-0.074119115
Eif4e,0.427585946,6.334996239,4.712990375,0.000487779,0.014150519,-0.077988561
Umps,0.456741656,4.807173687,4.702443925,0.000496744,0.014381532,-0.096303869
Igf2bp3,-0.791178732,-0.182288237,-4.698637781,0.000500021,0.01444729,-0.102917164
Arhgap32,0.603765355,7.500070287,4.696062599,0.000502251,0.014452552,-0.107392649
Nudt4,-0.489051747,6.582618512,-4.695764917,0.00050251,0.014452552,-0.107910055
Ubxn2a,-0.398412804,6.127798137,-4.69387466,0.000504154,0.014452552,-0.111195786
Fam220a,0.682423508,2.745855904,4.692707314,0.000505173,0.014452552,-0.113225145
Serp2,2.702322815,-1.415032388,4.692635569,0.000505235,0.014452552,-0.113349874
Stx7,0.564448588,6.805221344,4.689215594,0.000508232,0.014489455,-0.119296295
Peli1,-0.442749214,5.993037078,-4.688341951,0.000509,0.014489455,-0.120815559
Hsd17b14,-1.108140737,-0.581956537,-4.685194221,0.000511779,0.014489455,-0.126290249
Foxj3,-0.359639264,5.377075659,-4.684732945,0.000512187,0.014489455,-0.127092626
Tmem181c-ps,-1.262078276,0.30483937,-4.684638257,0.000512271,0.014489455,-0.127257337
Brix1,0.469091543,5.325810685,4.684290547,0.00051258,0.014489455,-0.127862191
9830144P21Rik,-1.060150787,0.22155966,-4.681774237,0.000514816,0.014524079,-0.132239852
Hsd17b2,1.035766677,4.212142574,4.679983219,0.000516414,0.014540593,-0.135356192
Ptges,1.591236546,-1.492403826,4.678304348,0.000517916,0.014554363,-0.13827776
Spata5,0.483467473,3.558663411,4.676437284,0.000519593,0.014572953,-0.141527232
Ergic1,0.459756118,6.286983327,4.672489964,0.000523156,0.014644277,-0.14839864
Gm31235,-3.397332069,-2.746555348,-4.669825349,0.000525575,0.01468338,-0.153038235
Acy1,-0.598862518,7.107405049,-4.664309967,0.00053062,0.014795545,-0.162644341
Clcn2,-0.722855801,6.514473961,-4.66138389,0.000533317,0.014815615,-0.167742196
Gm4714,-0.890931044,0.909975289,-4.66128813,0.000533406,0.014815615,-0.167909048
Ntn4,-0.654668655,2.821418053,-4.660175617,0.000534435,0.014815615,-0.169847575
Atp1a1,-0.535578198,12.46247998,-4.658800218,0.000535711,0.014822359,-0.172244385
Slc4a5,-0.404495175,5.544038285,-4.653387189,0.000540761,0.014882379,-0.18167955
Gm45053,-0.52346466,-0.018841416,-4.652580263,0.000541519,0.014882379,-0.183086368
Bcl2l1,-0.594256399,5.254758922,-4.649838611,0.000544099,0.014882379,-0.187866843
Ubqln4,0.412441004,6.173159446,4.649789754,0.000544145,0.014882379,-0.187952041
Gm3194,1.971331216,-1.851851556,4.649691151,0.000544239,0.014882379,-0.188123989
Gm3383,1.971331216,-1.851851556,4.649691151,0.000544239,0.014882379,-0.188123989
Ttc28,1.27583232,1.188152361,4.648742783,0.000545134,0.014882379,-0.189777841
4732471J01Rik,0.862852885,4.408193812,4.642522927,0.000551049,0.0150153,-0.200627335
Rpp40,0.40547164,2.558755595,4.639751052,0.000553706,0.015059132,-0.205463933
Appl2,-0.366429683,5.040174022,-4.637683505,0.000555697,0.015084706,-0.209072172
Syk,0.755439398,3.902900547,4.634304758,0.000558966,0.015131685,-0.214969815
D830030K20Rik,3.28926425,1.06547213,4.63371914,0.000559535,0.015131685,-0.21599216
Gm48401,-0.772279944,0.196166291,-4.627873221,0.000565245,0.015257376,-0.226199988
Zfp467,-0.709398106,2.478815415,-4.617818115,0.00057521,0.015452066,-0.243767399
Cipc,-0.519803462,5.494936015,-4.617787507,0.00057524,0.015452066,-0.243820895
Znhit6,0.574089635,2.899997302,4.616081469,0.000576949,0.015452066,-0.24680276
Scarf1,-0.84575184,1.745998117,-4.615912144,0.000577119,0.015452066,-0.247098732
Tmem164,0.455730949,5.482399875,4.615195805,0.000577838,0.015452066,-0.24835089
Dact2,0.842728535,4.685126456,4.611725094,0.000581337,0.015491268,-0.254418569
Ica1,0.347879285,3.086671759,4.611601311,0.000581462,0.015491268,-0.254635
Dimt1,0.68298646,2.752692362,4.607847964,0.000585271,0.015563872,-0.261198491
Siglec15,2.959727446,-2.189499371,4.601973155,0.000591285,0.01569474,-0.27147521
C77080,-0.425602635,8.116148312,-4.597491444,0.000595916,0.015771304,-0.279317798
Rsl1d1,0.373297191,6.090253377,4.596518182,0.000596927,0.015771304,-0.281021237
Tut1,0.412518608,4.433236507,4.595950758,0.000597517,0.015771304,-0.282014417
Mturn,1.19662555,0.032537003,4.594947,0.000598563,0.015771304,-0.28377142
Gm48592,1.165043902,0.364845305,4.59118644,0.000602496,0.015845869,-0.290355073
Aimp2,0.439005267,5.070272287,4.588150649,0.000605691,0.015876933,-0.295671103
Rpp14,0.3383526,4.205551077,4.587777416,0.000606085,0.015876933,-0.296324755
Dennd1b,-0.543254933,5.105202705,-4.586917318,0.000606994,0.015876933,-0.297831128
Tmem181a,-0.437548008,6.018874023,-4.582973992,0.00061118,0.015952676,-0.30473859
Ung,0.49927493,3.846765067,4.582100128,0.000612112,0.015952676,-0.306269576
Gm31024,-0.530615273,-0.253792164,-4.574919818,0.000619823,0.016102079,-0.318852731
Pcsk6,0.502222946,2.98076726,4.574675991,0.000620087,0.016102079,-0.319280136
Gm20528,-3.263682345,-3.35125619,-4.572914184,0.000621995,0.016122482,-0.32236861
Ly6e,0.520478972,7.818583761,4.567867623,0.000627496,0.016235753,-0.331217353
Gm56667,-0.783867753,2.312759288,-4.564439603,0.000631261,0.0163038,-0.337229838
Fgfr2,0.437826045,3.718178761,4.563277261,0.000632543,0.016307582,-0.339268814
Trit1,0.334283176,3.042877629,4.556869898,0.000639659,0.016461487,-0.350511458
Suz12,0.537239747,6.820430323,4.552806103,0.000644216,0.016529103,-0.35764449
Sik1,-0.581074119,2.839155158,-4.551874081,0.000645266,0.016529103,-0.359280708
Faap24,0.567814454,3.404123888,4.551453473,0.00064574,0.016529103,-0.360019143
Itga7,-0.756016712,0.877715747,-4.547675397,0.000650017,0.016608975,-0.366653012
Esrrg,1.017449018,4.576572794,4.539784836,0.000659045,0.016809743,-0.380513353
Lysmd3,-0.497247128,5.588133805,-4.537634158,0.000661528,0.016843165,-0.38429244
B4galt6,-0.591703432,6.989002339,-4.536606874,0.000662718,0.016843589,-0.386097736
Cdk2ap1,0.405143919,6.144876704,4.53463634,0.000665006,0.016871881,-0.389560996
Smyd2,0.374334295,4.908479779,4.530302088,0.000670068,0.01697032,-0.397180143
Nip7,0.4563733,4.107920814,4.528392992,0.00067231,0.016991015,-0.400536824
Smyd5,0.468843098,4.246667804,4.527593491,0.000673251,0.016991015,-0.40194268
Pold1,0.554453241,5.102354511,4.525847133,0.000675312,0.017013128,-0.40501376
Cdc14b,-0.507497451,4.969070843,-4.522954255,0.000678741,0.017069555,-0.410101853
Lrrc4,2.826709728,-1.209055849,4.519183797,0.000683236,0.017152578,-0.416734924
Ddx24,0.363178034,5.865035571,4.515812383,0.000687283,0.017194719,-0.422667386
Kbtbd11,0.456293583,6.182455998,4.515214599,0.000688003,0.017194719,-0.423719407
Zfp870,-0.455909441,3.693744035,-4.514796116,0.000688507,0.017194719,-0.424455906
Htra2,0.334545737,4.106307168,4.513560059,0.00069,0.017202075,-0.426631394
Acsl3,-0.44105137,4.998524077,-4.510577024,0.000693615,0.017262248,-0.43188233
Trim27,0.361336048,5.261444502,4.509587087,0.00069482,0.017262301,-0.43362511
Gm29017,-0.510287139,-0.219255678,-4.508196659,0.000696515,0.017274528,-0.436073143
Acvr1b,-0.384536128,6.279344675,-4.502378395,0.000703655,0.017421524,-0.446319399
Ppt2,0.303188162,4.720357609,4.501125863,0.000705202,0.017428444,-0.448525681
Gm16136,0.500611297,1.253092115,4.500188719,0.000706362,0.017428444,-0.45017654
